PROTEIN_U,PROTEIN_V,PUBMED
YNL064C,YOR215C,19536198
YBR160W,YKL116C,14574415
YGL197W,YMR308C,11805826
YDR327W,YMR022W,14690591
YGR159C,YHL007C,16319894
YGR090W,YIL019W,16762320
YEL046C,YFR004W,20170199
YML072C,YPR113W,18467557
YGL137W,YKL029C,11805837
YGR047C,YNR003C,10733531
YKR031C,YPL106C,19536198
YDR088C,YLR433C,11290703
YGL122C,YOR098C,20823268
YAL005C,YLR258W,19536198
YDL143W,YLL024C,19536198
YJL179W,YNL289W,19536198
YER178W,YHR200W,18757749
YLR385C,YOL146W,14690591
YNL064C,YPR184W,19536198
YDR214W,YMR186W,16554755
YDR214W,YMR186W,18719252
YOL038W,YOR117W,16284124
YDR214W,YMR186W,19536198
YDR214W,YMR186W,20159554
YDR214W,YMR186W,15633294
YDR214W,YMR186W,16429126
YDR214W,YMR186W,15766533
YDR330W,YHR082C,16319894
YBR034C,YGL151W,14690591
YBR097W,YFL053W,18467557
YDR424C,YPL106C,19536198
YBR257W,YBR257W,11880623
YDL229W,YDR069C,19536198
YJR057W,YMR270C,20489023
YOL004W,YPR023C,16554755
YOL004W,YPR023C,16286007
YDR026C,YPL106C,19536198
YDL229W,YKR082W,19536198
YNL113W,YPR161C,16554755
YDL229W,YIL160C,19536198
YOL004W,YPR023C,16286008
YLR360W,YLR360W,11157979
YBR270C,YMR022W,14690591
YDR145W,YGR285C,19536198
YDR369C,YEL003W,19536198
YBL075C,YHL030W,19536198
YER118C,YLL048C,16093310
YOL004W,YPR023C,11805826
YOL004W,YPR023C,16429126
YML064C,YNL333W,10688190
YJR027W,YPR088C,21765803
YBL002W,YKL058W,22199229
YIL131C,YMR144W,11805837
YER095W,YHR058C,16554755
YDL143W,YDR270W,19536198
YFL021W,YPL240C,15766533
YDR299W,YGR145W,16554755
YDL014W,YDR496C,16554755
YBR130C,YGL106W,16554755
YBR130C,YGL106W,11805826
YBR130C,YGL106W,16429126
YBR130C,YGL106W,11805837
YDL093W,YGL055W,11283351
YER048C,YOL006C,19536198
YDR176W,YDR457W,9753545
YFL026W,YKL203C,17507646
YJL112W,YKR036C,16009724
YKL104C,YMR308C,11805826
YKL104C,YMR308C,16429126
YAR007C,YDR224C,22199229
YAR007C,YDR224C,20190278
YER048C,YPL022W,19536198
YBR275C,YNL153C,19536198
YBR108W,YJL095W,16319894
YDL195W,YDR450W,16429126
YGR167W,YGR241C,9531549
YHR016C,YOR181W,11743162
YHR016C,YOR181W,19158382
YHR016C,YOR181W,19841731
YHR016C,YOR181W,14737190
YHR016C,YOR181W,18467557
YHR016C,YOR181W,10512884
YHR016C,YOR181W,21035341
YCR014C,YDL156W,22199229
YLR201C,YOR125C,17391640
YDR087C,YOR272W,15100437
YDR087C,YOR272W,16429126
YBR109C,YNL225C,15872084
YLL024C,YPL158C,19536198
YDR153C,YJL033W,16554755
YBR136W,YJL090C,21946560
YBR136W,YJL090C,19028869
YLR200W,YOR362C,19536198
YFL002C,YPR169W,21825077
YML007W,YPL106C,19536198
YCR033W,YJL008C,19536198
YAR018C,YBR034C,14690591
YDR318W,YJR135C,16554755
YKL171W,YMR229C,16319894
YJL019W,YOR288C,18719252
YKL093W,YNL307C,16319894
YAL005C,YMR227C,19536198
YLL021W,YLL026W,19398583
YDL112W,YDL112W,14759368
YCL028W,YDR499W,11805837
YDR308C,YLR315W,17634282
YER048C,YGL122C,19536198
YLR377C,YNR065C,14684743
YEL063C,YML048W,16093310
YDL195W,YDL229W,19536198
YDL229W,YOR392W,19536198
YAL034W,YDL229W,19536198
YGL112C,YPL240C,21734642
YEL030W,YKL098W,19536198
YCR088W,YLL031C,19841731
YGR166W,YPL240C,19536198
YHR082C,YMR290C,16319894
YDL084W,YMR022W,14690591
YDL213C,YDR496C,11805837
YGR128C,YGR218W,17634288
YOR386W,YPL104W,11805837
YDR132C,YOR098C,10688190
YDL214C,YHR121W,16319894
YDL143W,YGR124W,19536198
YCL056C,YNL131W,18719252
YDL059C,YHR179W,11805837
YLR072W,YLR249W,16554755
YLR021W,YPL144W,18278057
YLR021W,YPL144W,18278055
YLR021W,YPL144W,16554755
YLR021W,YPL144W,17707236
YLR021W,YPL144W,18260085
YLR021W,YPL144W,18719252
YEL003W,YOL078W,19536198
YKL180W,YPL012W,16429126
YDR320C,YMR075W,19536198
YAL005C,YKL054C,19536198
YHR118C,YPL127C,16554755
YLR192C,YMR146C,11179233
YHR094C,YJL151C,18467557
YFR034C,YGL068W,14660704
YEL042W,YHL002W,19841731
YDR172W,YIL142W,19536198
YAL005C,YPL263C,19536198
YLL026W,YOR252W,19536198
YDL153C,YDR307W,11283351
YFL005W,YNL293W,10559187
YAL005C,YFR049W,19536198
YFL005W,YNL293W,10937877
YBR142W,YPL198W,16429126
YDR280W,YDR280W,14759368
YDR381W,YER029C,21558325
YGL180W,YHR156C,16319894
YDR318W,YGL093W,14633972
YDR280W,YGR158C,16554755
YCR034W,YMR058W,16093310
YKR006C,YOL027C,16476776
YMR146C,YNL244C,11179233
YMR146C,YNL244C,15145951
YMR146C,YNL244C,8628297
YMR146C,YNL244C,16990799
YDL019C,YKL049C,21070971
YAR009C,YHL002W,11743162
YHR005C,YPL240C,19536198
YGL106W,YGR086C,16554755
YBL003C,YKR024C,19106085
YMR146C,YNL244C,11805837
YMR146C,YNL244C,15377664
YMR146C,YNL244C,12651896
YEL030W,YGR232W,19536198
YGL127C,YLR032W,8849885
YJL187C,YJR092W,16319894
YHL034C,YKL085W,14517307
YER098W,YPL153C,16319894
YJL094C,YLL026W,19536198
YOR160W,YPL088W,18719252
YDR280W,YGR158C,16429126
YDR280W,YGR158C,11805826
YBL050W,YGL095C,11805826
YDR280W,YGR158C,12837249
YBL075C,YMR240C,19536198
YHR114W,YOR109W,19841731
YBR160W,YNL298W,11134337
YHR082C,YOR141C,21460040
YCR030C,YER020W,18467557
YGR118W,YNR051C,20508643
YFR001W,YKL082C,17804645
YAL005C,YCR052W,19536198
YBR017C,YLR293C,11251069
YBR017C,YLR293C,21329658
YBR017C,YLR293C,11805837
YBR017C,YLR293C,17485461
YBR017C,YLR293C,15679097
YER172C,YPR082C,16429126
YER172C,YPR082C,10449419
YER172C,YPR082C,10377396
YER172C,YPR082C,18953335
YER172C,YPR082C,11720284
YJR022W,YNR053C,10900456
YJL149W,YOL133W,14747994
YJR022W,YNR053C,9207794
YIR015W,YNL282W,19095620
YLL024C,YLR014C,19536198
YIR010W,YOL144W,21107429
YGR080W,YIL034C,11604420
YGR177C,YMR214W,19536198
YBR059C,YPL055C,19106085
YDL229W,YGR128C,19536198
YKL213C,YMR067C,14755638
YLL024C,YOR371C,19536198
YMR022W,YPL227C,14690591
YJL129C,YPL106C,19536198
YDL229W,YMR242C,19536198
YLR310C,YPR175W,19841731
YGL003C,YIL142W,12887895
YGL003C,YIL142W,11805837
YHR016C,YLR064W,11743162
YFR004W,YGL173C,20170199
YER146W,YGL173C,16554755
YER146W,YGL173C,16429126
YER146W,YGL173C,14759368
YBR198C,YJL011C,12052880
YHR133C,YML075C,16093310
YJL179W,YNR050C,19536198
YOR114W,YPL240C,19536198
YBR081C,YFL037W,21734642
YER095W,YNL085W,16429126
YER095W,YNL085W,11805826
YBR253W,YJL191W,16429126
YKR001C,YLR176C,11805826
YAL005C,YLR372W,19536198
YDR004W,YJL092W,22020281
YFR004W,YLR359W,18757749
YFR004W,YLR359W,20170199
YHR099W,YLL024C,19536198
YBL050W,YOR075W,12893879
YGL197W,YMR308C,16429126
YAL055W,YGR133W,18719252
YAL055W,YGR133W,19017643
YAL055W,YGR133W,22085930
YAL055W,YGR133W,12876220
YBR080C,YIL046W,18719252
YLL026W,YOR386W,19536198
YER032W,YGR178C,15121841
YNL301C,YPL043W,16429126
YMR029C,YMR052W,12588993
YGR010W,YGR010W,10688190
YGL105W,YPL240C,19536198
YGL105W,YPL240C,15766533
YDL229W,YGL043W,19536198
YDL229W,YNL292W,19536198
YMR072W,YPL001W,16554755
YDR510W,YPR074C,15590687
YFR001W,YGL237C,11805837
YCR012W,YHL030W,21321079
YML065W,YPL195W,20595233
YDR138W,YDR138W,14759368
YCR093W,YPL106C,19536198
YKR081C,YMR229C,16554755
YKR081C,YMR229C,16429126
YKR081C,YMR229C,21926967
YLR314C,YLR356W,16554755
YER070W,YJL026W,16554755
YEL023C,YJR009C,16554755
YDR099W,YOR326W,21182200
YMR172W,YOR061W,16554755
YMR172W,YOR061W,20489023
YNR022C,YPR119W,10688190
YDR311W,YLR288C,11283351
YDR311W,YLR288C,10688190
YCL063W,YDR499W,16554755
YNL330C,YOL006C,16429126
YNL330C,YOL006C,11805826
YJR007W,YMR093W,16554755
YOR326W,YPR032W,21248204
YDL076C,YMR168C,17634282
YNR075W,YPL106C,19536198
YOR326W,YPR032W,15964280
YDR099W,YER151C,20508643
YER118C,YGR295C,16093310
YBR117C,YPR088C,21765803
YER070W,YJL026W,20516199
YBR156C,YDR016C,17634282
YGR092W,YGR220C,16319894
YER070W,YJL026W,16537480
YGR104C,YLL024C,19536198
YDL161W,YNL209W,19536198
YHR154W,YLR384C,16569515
YJL178C,YOL129W,18467557
YGL023C,YPL031C,16319894
YFR034C,YPR181C,14660704
YOR043W,YPL106C,19536198
YML006C,YPL106C,19536198
YGR103W,YJL177W,12110181
YLL011W,YPL240C,15766533
YJL164C,YOL018C,12006655
YDL229W,YDR207C,19536198
YBR186W,YDL092W,18467557
YNL299W,YOL115W,12665575
YNL299W,YOL115W,15935758
YBL016W,YJL157C,8334305
YBL016W,YJL157C,11525741
YBL016W,YJL157C,16364919
YBL016W,YJL157C,8500168
YHR156C,YOR217W,12402242
YBL045C,YNR017W,17113393
YBL045C,YNR017W,18070913
YDR308C,YDR308C,16758199
YER051W,YPR088C,21765803
YBR128C,YEL003W,19536198
YDL065C,YGR052W,21460040
YDR155C,YDR510W,15590687
YFR031C,YOR063W,16429126
YLR371W,YNL289W,16330754
YDR365C,YDR496C,15056729
YDL229W,YKL068W,19536198
YAL024C,YFR028C,21127052
YAL024C,YFR028C,12432084
YGL011C,YLR249W,16554755
YBR166C,YBR217W,14690591
YBR166C,YBR217W,11805837
YAL029C,YKL130C,16429126
YAL029C,YKL130C,17922018
YAL009W,YDL040C,11805826
YAL029C,YKL130C,20457760
YAL029C,YKL130C,18467557
YLL024C,YNL007C,19536198
YLL024C,YNL007C,17892321
YAL029C,YKL130C,15328357
YIR037W,YMR120C,18467557
YAL029C,YKL130C,22084309
YAL029C,YKL130C,19429778
YFR004W,YOR341W,18757749
YFR004W,YOR341W,20170199
YDR155C,YDR510W,11805837
YAL005C,YGR090W,19536198
YAL029C,YKL130C,11805826
YDR297W,YHR142W,16093310
YBR198C,YKL060C,21734642
YER116C,YOR058C,16554755
YBL020W,YDL085W,18467557
YAL005C,YEL044W,19536198
YKL049C,YMR186W,21070971
YDR121W,YPL082C,18596064
YBR106W,YDR331W,16093310
YAR002W,YMR047C,10684247
YAR002W,YMR047C,11387327
YGL022W,YOR103C,12805367
YIR010W,YOR151C,21107429
YGL022W,YOR103C,9405463
YDR301W,YHR064C,19536198
YBR160W,YHR098C,14574415
YBL007C,YKL054C,19841731
YCR030C,YMR132C,11283351
YDR378C,YDR482C,19789211
YGR181W,YLR166C,16624861
YDR381W,YLR085C,16554755
YER022W,YPL106C,19536198
YBR009C,YER159C,22199229
YBR009C,YLR383W,11805837
YGR268C,YPL049C,18719252
YNR037C,YOR158W,16554755
YAL009W,YMR165C,15889145
YLR314C,YOR191W,18603780
YBL035C,YPR019W,19661920
YER151C,YLR197W,20508643
YFL008W,YJL179W,19536198
YGL133W,YOR304W,16554755
YMR128W,YNL097C,16429126
YHL033C,YHR169W,16429126
YDR171W,YLL032C,19536198
YGL133W,YOR304W,19752191
YML035C,YPR152C,16606443
YGR082W,YPR133W,9774667
YGL133W,YOR304W,20826334
YGL133W,YOR304W,16429126
YGL133W,YOR304W,15824130
YGL133W,YOR304W,11805826
YML010W,YNL132W,12556496
YGR142W,YJL154C,17101785
YJL058C,YMR104C,22207764
YDL229W,YMR222C,19536198
YMR128W,YNL097C,11805826
YNL137C,YOR158W,16554755
YGR103W,YPL106C,19536198
YGL133W,YOR304W,19203228
YGR082W,YPR133W,20026336
YJL164C,YJR014W,16319894
YOR056C,YOR204W,12628929
YBR119W,YDR110W,9207794
YDR153C,YOR036W,17344475
YDR356W,YHR172W,9384578
YDR356W,YHR172W,11950928
YDR356W,YHR172W,21573187
YDR356W,YHR172W,17978090
YLR059C,YNL250W,11805837
YLR417W,YPL240C,15766533
YLR417W,YPL240C,19536198
YBR021W,YEL063C,15536122
YDR283C,YGL195W,10775272
YDR283C,YGL195W,10801780
YOR224C,YPL129W,12052880
YDR343C,YGR040W,11805837
YDR283C,YGL195W,11350982
YKL012W,YPL178W,21558325
YFL014W,YOR215C,19536198
YHR022C,YIL028W,10688190
YDL019C,YKL129C,19841731
YDR283C,YGL195W,19448108
YDR283C,YGL195W,11101534
YCR084C,YPL106C,19536198
YDR283C,YGL195W,21849502
YJR025C,YPL106C,19536198
YKR057W,YNL124W,15798213
YBR247C,YER074W,12150911
YDR356W,YHR172W,9585415
YHR197W,YNL061W,20542003
YBR247C,YER074W,16429126
YBR197C,YBR217W,14690591
YAL005C,YBR245C,19536198
YDR168W,YJR076C,16554755
YER093C,YOR181W,21035341
YDR130C,YIL144W,17634282
YKL122C,YPR088C,16554755
YKL122C,YPR088C,11805826
YKL122C,YPR088C,16429126
YLR175W,YNL189W,11805837
YDR080W,YLR248W,11805837
YDR170C,YER125W,20489023
YDR170C,YER125W,18832381
YPL240C,YPR108W,19536198
YDR130C,YIL144W,19948764
YDR510W,YHR203C,15590687
YJL111W,YOR117W,18757749
YDR170W,YMR139W,11805837
YMR022W,YPL045W,14690591
YHR172W,YLR212C,12970190
YHR172W,YLR212C,17978090
YHR172W,YLR212C,16554755
YHR172W,YLR212C,21573187
YHR172W,YLR212C,9384578
YHR172W,YLR212C,10428957
YHR172W,YLR212C,11950928
YHR172W,YLR212C,17634282
YHR172W,YLR212C,9693376
YHR172W,YLR212C,9529377
YHR172W,YLR212C,9130700
YHR172W,YLR212C,10688190
YHR172W,YLR212C,16429126
YHR172W,YLR212C,9670012
YHR172W,YLR212C,11805826
YBR181C,YKR081C,21926967
YDL029W,YDR143C,11805837
YHR115C,YJR028W,14660704
YER021W,YOR261C,16554755
YER021W,YOR261C,14759368
YER021W,YOR261C,22195964
YAL005C,YDR145W,19536198
YDL012C,YOR355W,10688190
YJL127C,YOL110W,18467557
YER151C,YOL061W,20508643
YOR251C,YPL031C,16319894
YKL196C,YNL258C,21550981
YGL189C,YNR051C,20508643
YHL031C,YIL004C,10591633
YBL016W,YHL019C,16319894
YAL005C,YIL059C,19536198
YGL055W,YML012W,18467557
YDR381W,YHR090C,16554755
YGR132C,YKR016W,21944719
YDL147W,YHL030W,16429126
YDR388W,YIL033C,16554755
YDR412W,YPL131W,20005841
YLR424W,YPL280W,14690591
YGR252W,YLR055C,14660704
YGR252W,YLR055C,19226466
YGR252W,YLR055C,10490601
YGR252W,YLR055C,19218239
YGR252W,YLR055C,21734642
YGR252W,YLR055C,16429126
YKR054C,YOR326W,19591838
YGR252W,YLR055C,21685874
YLR219W,YLR427W,11805837
YJR029W,YMR139W,20489023
YAL005C,YOR187W,19536198
YBR034C,YLR379W,14690591
YNL209W,YPR093C,19536198
YAL055W,YOR098C,10688190
YFR001W,YPL198W,16429126
YLL010C,YNL007C,19536198
YDL147W,YHL030W,21289098
YDL147W,YHL030W,21321079
YDL147W,YHL030W,11805826
YDR363W,YDR394W,16554755
YDR363W,YDR394W,15117943
YMR190C,YPL164C,12200140
YLL024C,YOR285W,19536198
YFR037C,YIR010W,21107429
YLR286C,YNL007C,19536198
YDL229W,YJR051W,19536198
Q0275,YDL107W,17452441
YML104C,YNL209W,19536198
YDR449C,YGR198W,16554755
YJR076C,YKL048C,10725226
YLR177W,YPL106C,19536198
YLL024C,YOR057W,19536198
YAL005C,YDR421W,19536198
YAL005C,YER003C,19536198
YBR010W,YLR436C,22199229
YHL030W,YHR023W,21321079
YFR052W,YMR314W,11805826
YAL035W,YMR229C,16429126
YFR052W,YMR314W,16429126
YMR229C,YPL012W,21482668
YDL014W,YJL069C,11805837
YDR363W,YDR394W,15610744
YER047C,YGR086C,18719252
YER006W,YLR009W,12808088
YGL112C,YMR061W,11805826
YDR283C,YFL014W,19536198
YBR009C,YGR162W,22199229
YBR009C,YGR162W,11805826
YBR137W,YBR217W,14690591
YIL136W,YLL024C,19536198
YDR105C,YOR153W,11957110
YCL057W,YDL229W,19536198
YMR280C,YPL106C,19536198
YOL117W,YPL106C,19536198
YBL016W,YBR055C,16319894
YFR022W,YPL153C,20733106
YDR523C,YML123C,11805837
YPL106C,YPL151C,19536198
YDL229W,YNL151C,19536198
YDL012C,YDR151C,10688190
YGL237C,YKR048C,11805837
YEL032W,YPR135W,19913425
YBR119W,YDR381W,21558325
YLR096W,YPL055C,19106085
YGR071C,YPL106C,19536198
YDR432W,YER112W,20108977
YOL054W,YPL018W,21070970
YDL031W,YEL030W,19536198
YGL156W,YOL001W,20489023
YLR373C,YPL128C,16554755
YEL018W,YJL081C,15610740
YLR373C,YPL128C,20620961
YEL018W,YJL081C,16554755
YLR373C,YPL128C,16429126
YML065W,YOR063W,20595233
YNL209W,YNL262W,19536198
YER151C,YOL139C,20508643
YEL019C,YOL034W,19748359
YEL019C,YOL034W,15738391
YEL019C,YOL034W,19652357
YEL019C,YOL034W,16554755
YEL019C,YOL034W,21999667
YEL019C,YOL034W,19141609
YML062C,YNL140C,16554755
YDL147W,YLL040C,16554755
YBR036C,YML048W,16093310
YEL018W,YJL081C,18212047
YNL309W,YOL004W,9393435
YBR010W,YML049C,22199229
YAL005C,YBL016W,19536198
YDL006W,YGR052W,16319894
YGR155W,YNL153C,19536198
YGR090W,YLR129W,11805826
YGR090W,YLR129W,12150911
YAL005C,YDL146W,19536198
YBR106W,YDL093W,16093310
YIL061C,YPL106C,19536198
YJL138C,YLR249W,16554755
YGR258C,YPL240C,19536198
YCR012W,YER133W,14660704
YCL063W,YPL240C,15766533
YAL005C,YMR108W,19536198
YLR200W,YOL142W,19536198
YNL064C,YOL001W,19536198
YAR007C,YBR072W,19536198
YDR171W,YNL315C,19536198
YER151C,YGL123W,20508643
YGR179C,YPL209C,17634282
YBR254C,YDR407C,11805826
YBR254C,YDR407C,16429126
YBR254C,YDR407C,20972447
YIL141W,YPL240C,15766533
YGR092W,YML064C,11598184
YGR090W,YLR129W,16429126
YDR477W,YOR047C,8114728
YDR254W,YLR315W,16554755
YLL024C,YPR025C,19536198
YCL030C,YJL179W,19536198
YBR217W,YHR020W,11805837
YBL075C,YDR449C,16554755
YNL227C,YOR361C,19536198
YBL106C,YHR161C,11489916
YGR121C,YPR138C,18467557
YIR010W,YOR310C,21107429
YAL005C,YBR193C,19536198
YNR034W,YNR051C,20508643
YFR016C,YJL034W,19536198
YMR120C,YNL064C,19536198
YDR477W,YOR047C,12618390
YAL005C,YHR216W,19536198
YDR320C,YPL083C,19536198
YJL100W,YLL024C,19536198
YBR037C,YMR022W,14690591
YBR110W,YBR290W,16093310
YOR117W,YPL048W,18757749
YHR064C,YIR014W,19536198
YDR171W,YHR040W,19536198
YNL290W,YPL240C,19536198
YBR251W,YNR037C,16429126
YHR052W,YOR061W,20489023
YCL027W,YOR017W,11743162
YGL170C,YPL240C,19536198
YFR036W,YJR091C,11283351
YCL037C,YDR188W,19536198
YBR245C,YLL024C,19536198
YGR103W,YGR103W,14759368
YGL253W,YLR347C,22157003
YGR103W,YGR103W,16287855
YLR222C,YLR222C,14759368
YGR103W,YGR103W,21926967
YGR103W,YGR103W,18559667
YJL095W,YLR197W,16554755
YCR084C,YPR168W,16758199
YGL005C,YPL240C,17923092
YBR023C,YBR169C,19536198
YBR054W,YDL013W,16554755
YBR211C,YPL018W,16554755
YAL005C,YKL088W,19536198
YDL058W,YDR517W,18467557
YMR117C,YOL069W,16554755
YBR198C,YJR072C,11805837
YOL045W,YPL077C,21460040
YJL111W,YNL261W,19536198
YBR211C,YPL018W,17634282
YAL005C,YNL187W,19536198
YFR034C,YGL097W,14660704
YBR010W,YGL070C,18467557
YBR211C,YPL018W,21075115
YFR004W,YLR113W,18757749
YBR274W,YDR217C,10688190
YBR274W,YDR217C,19411848
YLR033W,YNL007C,19536198
YBR017C,YOR185C,11805837
YDL229W,YDR067C,19536198
YDL055C,YFR031C,16429126
YBR274W,YDR217C,18984588
YLR320W,YPL018W,17634282
YIR010W,YKR025W,21107429
YLL024C,YMR163C,19536198
YMR117C,YOL069W,11266451
YJL164C,YMR067C,16319894
YGR167W,YJR125C,12483220
YJR062C,YKL085W,11805837
YBR211C,YPL018W,14633972
YGR097W,YJL106W,20489023
YGR167W,YJR125C,17344475
YBL025W,YJR087W,11283351
YML073C,YNL110C,17922018
YNL152W,YNL209W,19536198
YDR440W,YPL106C,19536198
YHL028W,YOL133W,14690591
YDL042C,YPL240C,15879519
YDL042C,YPL240C,19536198
YDR216W,YGR274C,9742103
YER036C,YMR012W,16260602
YBR041W,YBR041W,18467557
YER087C,YGL233W,12665530
YAL005C,YOL021C,19536198
YDL007W,YER012W,21878652
YDL007W,YER012W,11029046
YDL007W,YER012W,15242647
YER147C,YMR186W,19536198
YCR060W,YMR186W,20663878
YBR010W,YKR008W,17803945
YIL163C,YPL161C,10688190
YBR010W,YKR008W,21749977
YCR060W,YMR186W,19536198
YBR049C,YDR490C,16554755
YEL042W,YPL094C,18719252
YDR264C,YOR036W,16429126
YGL245W,YML064C,11805837
YFL018C,YMR211W,16429126
YFL014W,YMR121C,19536198
YMR225C,YNL284C,16429126
YMR225C,YNL284C,11805826
YJR006W,YPL240C,19536198
YER110C,YNL189W,16429126
YJL080C,YMR242C,16429126
YBR242W,YBR242W,18719252
YGR002C,YPL235W,16554755
YBR245C,YMR044W,16554755
YBR245C,YMR044W,12482963
YFL045C,YHR200W,18757749
YFL045C,YHR200W,17499717
YCL014W,YNL158W,14690591
YLR262C,YPL106C,19536198
YOR178C,YPL106C,19536198
YLL024C,YNL113W,19536198
YMR047C,YOR160W,11387327
YER115C,YML109W,14690591
YER115C,YML109W,10688190
YMR117C,YOL069W,19300438
YER115C,YML109W,11489916
YMR117C,YOL069W,18793650
YMR117C,YOL069W,11179222
YLR357W,YML127W,16554755
YLR357W,YML127W,22177115
YLR357W,YML127W,12805231
YLR357W,YML127W,16429126
YLR357W,YML127W,11931764
YDR171W,YJL154C,19536198
YHR197W,YNL182C,16554755
YHR197W,YNL182C,12374754
YHR197W,YNL182C,14690591
YHR197W,YNL182C,20100801
YHR197W,YNL182C,16429126
YHR197W,YNL182C,19737519
YHR197W,YNL182C,21777812
YNL004W,YNL209W,19536198
YHR197W,YNL182C,20542003
YHR197W,YNL182C,15260980
YHR197W,YNL182C,11805837
YHR197W,YNL182C,15528184
YDR088C,YMR022W,14690591
YDR347W,YOR158W,16554755
YJR110W,YOR151C,20489023
YBR251W,YJL179W,19536198
YMR117C,YOL069W,15809444
YCR031C,YNL207W,21835981
YCR031C,YNL207W,21283762
YMR308C,YMR314W,11805826
YMR308C,YMR314W,16429126
YBL058W,YOR342C,16554755
YBR252W,YBR252W,18719252
YMR117C,YOL069W,12408861
YOR257W,YOR257W,15311284
YAL041W,YHL007C,11489916
YBR009C,YDR097C,22199229
YGL037C,YHR200W,18757749
YDR143C,YGL037C,21211726
YAL041W,YHL007C,21118957
YGR002C,YPL235W,14690591
YGR002C,YPL235W,15045029
YLR357W,YML127W,14729968
YLR357W,YML127W,12183366
YGR202C,YNL189W,16554755
YKL152C,YKR081C,21926967
YGR202C,YNL189W,19141610
YGR027C,YHR200W,17499717
YDR216W,YER148W,9742103
YGR202C,YNL189W,11805837
YHR052W,YJL095W,20489023
YBR198C,YOR061W,21734642
YMR163C,YNL227C,19536198
YFL001W,YLL024C,19536198
YER048C,YLR059C,19536198
YFR037C,YLR347C,14759368
YFR037C,YLR347C,16554755
YFR004W,YKR002W,20170199
YBL075C,YKL092C,19536198
YBR034C,YOR196C,14690591
YJL196C,YPR028W,16093310
YJL014W,YML015C,19536198
YGL019W,YGR068C,10688190
YGL019W,YGR068C,20489023
YDL063C,YDL229W,19536198
YJL011C,YNR003C,16429126
YJL011C,YNR003C,17937913
YJL011C,YNR003C,14759368
YJL011C,YNR003C,11805826
YDR279W,YFL029C,11283351
YFR014C,YLL043W,16319894
YER008C,YHR064C,19536198
YDL229W,YNL101W,19536198
YDR531W,YLL024C,16429126
YGR113W,YLL024C,19536198
YDR456W,YIL030C,16093310
YDR432W,YOL123W,18077427
YDR432W,YOL123W,15572678
YLR098C,YPR088C,21765803
YAL005C,YHR120W,19536198
YEL003W,YKL152C,19536198
YEL012W,YMR291W,21460040
YBR001C,YEL030W,19536198
YJL151C,YLR144C,18467557
YAL016W,YHR135C,11805837
YGR186W,YOL005C,16554755
YGR186W,YOL005C,21048197
YOR138C,YPL106C,19536198
YDL025C,YMR205C,21460040
YJL041W,YKL014C,15226434
YBR250W,YIL046W,14690591
YBR205W,YML115C,11805837
YBR251W,YHR064C,19536198
YBR009C,YJL115W,16554755
YBR009C,YJL115W,18373695
YBR009C,YJL115W,17293877
YBR009C,YJL115W,19172749
YBR009C,YJL115W,17292837
YBR009C,YJL115W,16303565
YBR009C,YJL115W,22199229
YBR009C,YJL115W,16229457
YBR009C,YJL115W,18467557
YBR009C,YJL115W,20502685
YAL005C,YIR010W,21107429
YDL229W,YDR121W,19536198
YHR041C,YOR174W,16554755
YJR055W,YPL193W,11283351
YJL033W,YLL026W,19536198
YDL165W,YPL042C,11113136
YJR132W,YKL049C,21070971
YKL088W,YMR022W,14690591
YLR369W,YLR438W,19536198
YLL048C,YMR106C,11805837
YMR186W,YMR229C,19536198
YKL206C,YMR214W,19536198
YHR200W,YJL167W,18757749
YAL005C,YIR010W,19536198
YBR009C,YJL115W,20347990
YLR071C,YPR070W,16554755
YLR071C,YPR070W,9891034
YLR071C,YPR070W,15477388
YLR071C,YPR070W,10082564
YLR071C,YPR070W,9710620
YLR071C,YPR070W,11555651
YLR071C,YPR070W,16429126
YEL056W,YLL022C,16554755
YHR083W,YPR133W,20026336
YEL056W,YLL022C,18719252
YIL061C,YML046W,16554755
YGR091W,YLR439W,11805826
YGR091W,YLR439W,16429126
YIL061C,YML046W,9630245
YEL056W,YLL022C,16429126
YIL061C,YML046W,16429126
YAR007C,YLR103C,10757793
YDL214C,YPL106C,19536198
YDR034C,YKR048C,11283351
YEL056W,YLL022C,11805837
YLL024C,YOL107W,19536198
YEL056W,YLL022C,17880717
Q0045,Q0085,19858289
YPL126W,YPR178W,16554755
YER126C,YGL120C,16227579
YBR212W,YPL037C,16554755
YIL061C,YML046W,11805826
YHR041C,YMR112C,16554755
YEL056W,YLL022C,20953179
YOR098C,YPL169C,17922018
YOR098C,YPL169C,12411502
YOR098C,YPL169C,19723816
YBR034C,YMR048W,14690591
YBR034C,YMR048W,10688190
YBR237W,YDR073W,10688190
YLR038C,YPL106C,19536198
YBR067C,YPL106C,19536198
YNL180C,YPL106C,19536198
YHR200W,YJR048W,17499717
YLL004W,YPR120C,20489023
YDR295C,YLL024C,19536198
YDR533C,YMR322C,16554755
YHL007C,YOR299W,10688190
YDR028C,YKL193C,11805837
YGR268C,YHR016C,19841731
YDR143C,YNL225C,21211726
YGR268C,YHR016C,11743162
YGR268C,YHR016C,10688190
YBR081C,YOR098C,21734642
YLR423C,YPL166W,18287526
YLR423C,YPL166W,16554755
YLR423C,YPL166W,16429126
YLR423C,YPL166W,20826334
YLR423C,YPL166W,19755117
YLR423C,YPL166W,19337029
YDR412W,YMR242C,20005841
