ID interactor A	ID interactor B	Alt. ID interactor A	Alt. ID interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)	Processing Status	
DIP-5622N|refseq:NP_012017|uniprotkb:P32904	DIP-2336N|refseq:NP_009459|uniprotkb:P25046	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-16315E	dip-quality-status:	dip:0005(high throughput)		-
DIP-6632N|refseq:NP_011364|uniprotkb:P53114	DIP-2336N|refseq:NP_009459|uniprotkb:P25046	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-16316E	dip-quality-status:	dip:0005(high throughput)		-
DIP-2336N|refseq:NP_009459|uniprotkb:P25046	DIP-3922N|refseq:NP_015494|uniprotkb:Q06213	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-16317E	dip-quality-status:	dip:0005(high throughput)		-
DIP-2336N|refseq:NP_009459|uniprotkb:P25046	DIP-1186N|refseq:NP_011490|uniprotkb:P40356	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-16318E	dip-quality-status:	dip:0005(high throughput)		-
DIP-1562N|refseq:NP_013172|uniprotkb:P19263	DIP-2336N|refseq:NP_009459|uniprotkb:P25046	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-16319E	dip-quality-status:	dip:0005(high throughput)		-
DIP-2336N|refseq:NP_009459|uniprotkb:P25046	DIP-1617N|refseq:NP_014163|uniprotkb:P32259	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-16320E	dip-quality-status:	dip:0005(high throughput)		-
DIP-107N|refseq:NP_011907|uniprotkb:P34162	DIP-2336N|refseq:NP_009459|uniprotkb:P25046	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-16321E	dip-quality-status:	dip:0005(high throughput)		-
DIP-290N|refseq:NP_010594|uniprotkb:P47822	DIP-2336N|refseq:NP_009459|uniprotkb:P25046	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-16324E	dip-quality-status:	dip:0005(high throughput)		-
DIP-1018N|refseq:NP_010004|uniprotkb:P25648	DIP-2336N|refseq:NP_009459|uniprotkb:P25046	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-16325E	dip-quality-status:	dip:0005(high throughput)		-
DIP-2336N|refseq:NP_009459|uniprotkb:P25046	DIP-5947N|refseq:NP_010731|uniprotkb:P38931	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-16326E	dip-quality-status:	dip:0005(high throughput)		-
DIP-2336N|refseq:NP_009459|uniprotkb:P25046	DIP-2574N|refseq:NP_015283|uniprotkb:P39073	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-16327E	dip-quality-status:	dip:0005(high throughput)		-
DIP-2336N|refseq:NP_009459|uniprotkb:P25046	DIP-1752N|refseq:NP_013707|uniprotkb:P19880	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-16328E	dip-quality-status:	dip:0005(high throughput)		-
DIP-5116N|refseq:NP_116684|uniprotkb:Q00684	DIP-236N|refseq:NP_012597|uniprotkb:P32529	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-16329E	dip-quality-status:	dip:0005(high throughput)		-
DIP-999N|refseq:NP_014986|uniprotkb:P10964	DIP-236N|refseq:NP_012597|uniprotkb:P32529	 -	-	-	-	MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S|pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-16330E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-5405N|refseq:NP_014985|uniprotkb:P46669	DIP-236N|refseq:NP_012597|uniprotkb:P32529	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-16331E	dip-quality-status:	dip:0005(high throughput)		-
DIP-236N|refseq:NP_012597|uniprotkb:P32529	DIP-825N|refseq:NP_014853|uniprotkb:P22139	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-16332E	dip-quality-status:	dip:0005(high throughput)		-
DIP-71N|refseq:NP_009712|uniprotkb:P20434	DIP-236N|refseq:NP_012597|uniprotkb:P32529	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-16333E	dip-quality-status:	dip:0005(high throughput)		-
DIP-236N|refseq:NP_012597|uniprotkb:P32529	DIP-2195N|refseq:NP_014867|uniprotkb:P20436	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-16334E	dip-quality-status:	dip:0005(high throughput)		-
DIP-2194N|refseq:NP_015513|uniprotkb:P20435	DIP-236N|refseq:NP_012597|uniprotkb:P32529	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-16336E	dip-quality-status:	dip:0005(high throughput)		-
DIP-999N|refseq:NP_014986|uniprotkb:P10964	DIP-6577N|refseq:NP_014151|uniprotkb:Q01080	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-16337E	dip-quality-status:	dip:0005(high throughput)		-
DIP-71N|refseq:NP_009712|uniprotkb:P20434	DIP-837N|refseq:NP_012243|uniprotkb:P16370	 -	-	-	-	MI:0676(tandem affinity purification)|MI:0096(pull down)	-	pubmed:11805826|pubmed:DIP-1768S|pubmed:20637414|pubmed:DIP-14538S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-16341E	dip-quality-status:core	dip:0005(high throughput)|dip:0004(small scale)		-
DIP-837N|refseq:NP_012243|uniprotkb:P16370	DIP-610N|refseq:NP_011445|uniprotkb:P27999	 -	-	-	-	MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)|MI:0096(pull down)	-	pubmed:11805826|pubmed:DIP-1768S|pubmed:11805826|pubmed:DIP-1768S|pubmed:20637414|pubmed:DIP-14538S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-16344E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0004(small scale)		-
DIP-725N|refseq:NP_010692|uniprotkb:P34087	DIP-2338N|refseq:NP_015506|uniprotkb:Q06624	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-16348E	dip-quality-status:	dip:0005(high throughput)		-
DIP-725N|refseq:NP_010692|uniprotkb:P34087	DIP-937N|refseq:NP_014638|uniprotkb:P38902	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-16349E	dip-quality-status:	dip:0005(high throughput)		-
DIP-725N|refseq:NP_010692|uniprotkb:P34087	DIP-71N|refseq:NP_009712|uniprotkb:P20434	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-16351E	dip-quality-status:	dip:0005(high throughput)		-
DIP-2195N|refseq:NP_014867|uniprotkb:P20436	DIP-725N|refseq:NP_010692|uniprotkb:P34087	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-16352E	dip-quality-status:	dip:0005(high throughput)		-
DIP-611N|refseq:NP_010141|uniprotkb:P04050	DIP-725N|refseq:NP_010692|uniprotkb:P34087	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-16353E	dip-quality-status:	dip:0005(high throughput)		-
DIP-725N|refseq:NP_010692|uniprotkb:P34087	DIP-2078N|refseq:NP_011577|uniprotkb:P32914	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-16354E	dip-quality-status:	dip:0005(high throughput)		-
DIP-725N|refseq:NP_010692|uniprotkb:P34087	DIP-6621N|refseq:NP_013703|uniprotkb:P27692	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-16355E	dip-quality-status:	dip:0005(high throughput)		-
DIP-725N|refseq:NP_010692|uniprotkb:P34087	DIP-1151N|refseq:NP_011702|uniprotkb:P41895	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-16356E	dip-quality-status:	dip:0005(high throughput)		-
DIP-1152N|refseq:NP_011519|uniprotkb:P41896	DIP-725N|refseq:NP_010692|uniprotkb:P34087	 -	-	-	-	MI:0676(tandem affinity purification)|MI:0096(pull down)	-	pubmed:11805826|pubmed:DIP-1768S|pubmed:22579255|pubmed:DIP-15499S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-16357E	dip-quality-status:core	dip:0005(high throughput)|dip:0004(small scale)		-
DIP-610N|refseq:NP_011445|uniprotkb:P27999	DIP-1147N|refseq:NP_015196|uniprotkb:P35189	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-16358E	dip-quality-status:	dip:0005(high throughput)		-
DIP-71N|refseq:NP_009712|uniprotkb:P20434	DIP-610N|refseq:NP_011445|uniprotkb:P27999	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-16360E	dip-quality-status:	dip:0005(high throughput)		-
DIP-725N|refseq:NP_010692|uniprotkb:P34087	DIP-610N|refseq:NP_011445|uniprotkb:P27999	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-16361E	dip-quality-status:	dip:0005(high throughput)		-
DIP-2194N|refseq:NP_015513|uniprotkb:P20435	DIP-610N|refseq:NP_011445|uniprotkb:P27999	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-16362E	dip-quality-status:	dip:0005(high throughput)		-
DIP-610N|refseq:NP_011445|uniprotkb:P27999	DIP-1151N|refseq:NP_011702|uniprotkb:P41895	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-16363E	dip-quality-status:	dip:0005(high throughput)		-
DIP-610N|refseq:NP_011445|uniprotkb:P27999	DIP-1152N|refseq:NP_011519|uniprotkb:P41896	 -	-	-	-	MI:0096(pull down)|MI:0676(tandem affinity purification)	-	pubmed:22579255|pubmed:DIP-15499S|pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-16364E	dip-quality-status:core	dip:0004(small scale)|dip:0005(high throughput)		-
DIP-1414N|refseq:NP_012778|uniprotkb:P35718	DIP-997N|refseq:NP_014850|uniprotkb:P22276	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-16365E	dip-quality-status:	dip:0005(high throughput)		-
DIP-825N|refseq:NP_014853|uniprotkb:P22139	DIP-1414N|refseq:NP_012778|uniprotkb:P35718	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-16366E	dip-quality-status:	dip:0005(high throughput)		-
DIP-71N|refseq:NP_009712|uniprotkb:P20434	DIP-1414N|refseq:NP_012778|uniprotkb:P35718	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-16367E	dip-quality-status:	dip:0005(high throughput)		-
DIP-2195N|refseq:NP_014867|uniprotkb:P20436	DIP-1414N|refseq:NP_012778|uniprotkb:P35718	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-16368E	dip-quality-status:	dip:0005(high throughput)		-
DIP-1414N|refseq:NP_012778|uniprotkb:P35718	DIP-202N|refseq:NP_014400|uniprotkb:P32910	 -	-	-	-	MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S|pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-16369E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-761N|refseq:NP_012950|uniprotkb:P36121	DIP-1414N|refseq:NP_012778|uniprotkb:P35718	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-16370E	dip-quality-status:	dip:0005(high throughput)		-
DIP-1414N|refseq:NP_012778|uniprotkb:P35718	DIP-1003N|refseq:NP_010131|uniprotkb:P25441	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-16371E	dip-quality-status:	dip:0005(high throughput)		-
DIP-1414N|refseq:NP_012778|uniprotkb:P35718	DIP-934N|refseq:NP_015516|uniprotkb:P32349	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-16372E	dip-quality-status:	dip:0005(high throughput)		-
DIP-761N|refseq:NP_012950|uniprotkb:P36121	DIP-202N|refseq:NP_014400|uniprotkb:P32910	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-16380E	dip-quality-status:	dip:0005(high throughput)		-
DIP-202N|refseq:NP_014400|uniprotkb:P32910	DIP-612N|refseq:NP_014759|uniprotkb:P04051	 -	-	-	-	MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S|pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-16382E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-202N|refseq:NP_014400|uniprotkb:P32910	DIP-6745N|refseq:NP_012523|uniprotkb:P47076	 -	-	-	-	MI:0069(mass spectrometry studies of complexes)|MI:0676(tandem affinity purification)	-	pubmed:17937913|pubmed:DIP-4620S|pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0407(direct interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-16383E	dip-quality-status:core	dip:0002(small scale)|dip:0005(high throughput)		-
DIP-5497N|refseq:NP_011359|uniprotkb:P22855	DIP-17N|refseq:NP_015435|uniprotkb:P07703	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-16384E	dip-quality-status:	dip:0005(high throughput)		-
DIP-17N|refseq:NP_015435|uniprotkb:P07703	DIP-1243N|refseq:NP_010121|uniprotkb:P39517	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-16385E	dip-quality-status:	dip:0005(high throughput)		-
DIP-825N|refseq:NP_014853|uniprotkb:P22139	DIP-17N|refseq:NP_015435|uniprotkb:P07703	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-16386E	dip-quality-status:	dip:0005(high throughput)		-
DIP-17N|refseq:NP_015435|uniprotkb:P07703	DIP-6687N|refseq:NP_014248|uniprotkb:P17890	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-16388E	dip-quality-status:	dip:0005(high throughput)		-
DIP-17N|refseq:NP_015435|uniprotkb:P07703	DIP-761N|refseq:NP_012950|uniprotkb:P36121	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-16389E	dip-quality-status:	dip:0005(high throughput)		-
DIP-2581N|refseq:NP_015357|uniprotkb:Q12038	DIP-17N|refseq:NP_015435|uniprotkb:P07703	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-16391E	dip-quality-status:	dip:0005(high throughput)		-
DIP-48N|refseq:NP_012229|uniprotkb:P15790	DIP-681N|refseq:NP_014069|uniprotkb:P32561	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-16392E	dip-quality-status:	dip:0005(high throughput)		-
DIP-681N|refseq:NP_014069|uniprotkb:P32561	DIP-262N|refseq:NP_014682|uniprotkb:P38930	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-16393E	dip-quality-status:	dip:0005(high throughput)		-
DIP-5922N|refseq:NP_009389|uniprotkb:P31385	DIP-681N|refseq:NP_014069|uniprotkb:P32561	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-16394E	dip-quality-status:	dip:0005(high throughput)		-
DIP-681N|refseq:NP_014069|uniprotkb:P32561	DIP-2871N|refseq:NP_015348|uniprotkb:Q12432	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-16395E	dip-quality-status:	dip:0005(high throughput)		-
DIP-6778N|refseq:NP_014148|uniprotkb:P53617	DIP-681N|refseq:NP_014069|uniprotkb:P32561	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-16396E	dip-quality-status:	dip:0005(high throughput)		-
